Index,
New York,0.44
Falls Churc,0.74
Arlington,0.87
Queens,0.89
District of ..,0.91
Los Alamos,0.94
San Franci..,0.99
Kings,0.99
Boulder,1.01
Bergen,1.05
Bronx,1.08
Oakland,1.11
Santa Clara,1.12
Hudson,1.12
Washtenaw,1.12
Fairfax,1.12
Houghton,1.12
Westchest..,1.15
Loudoun,1.20
Broomfield,1.20
Pitkin,1.25
Gilpin,1.26
Alexandria,1.28
Tompkins,1.28
Rockland,1.33
Morris,1.33
Nassau,1.36
Monmouth,1.37
Luce,1.38
Middlesex,1.38
Macomb,1.39
Hinsdale,1.48
Clear Creek,1.49
Marin,1.50
Catron,1.50
Ingham,1.52
Denver,1.53
Hunterdon,1.54
Hennepin,1.55
DuPage,1.58
San Mateo,1.58
Schoolcraft,1.60
Essex,1.63
Charlottes..,1.64
Keweenaw,1.65
KeweenawIndex,
Mackinac,1.68
Slope,1.71
Arapahoe,1.71
Alameda,1.72
Chittenden,1.75
King,1.75
Ouray,1.79
Meagher,1.79
Somerset,1.80
Ontonagon,1.81
Alger,1.82
Nantucket,1.83
Larimer,1.83
Passaic,1.83
Bucks,1.84
Norfolk,1.85
Chester,1.86
Roscommon,1.87
Carver,1.88
Granite,1.89
Dane,1.89
Genesee,1.90
Routt,1.94
Esmeralda,1.94
Centre,1.94
Suffolk,1.96
Presque Isl,1.97
Allegheny,2.01
Dukes,2.01
Benzie,2.02
Lapeer,2.02
Leelanau,2.02
Kalamazoo,2.07
Teller,2.07
Gilliam,2.08
Hampshire,2.08
Burlington,2.09
Oscoda,2.11
Eaton,2.11
Eagle,2.11
Fairfield,2.11
Geauga,2.12
Wheatland,2.12
Huerfano,2.12
Grand Tra..,2.14
Grand Tra..Index,
Powder Ri..,2.15
Iosco,2.15
La Paz,2.16
Dutchess,2.16
Wayne,2.17
Marquette,2.17
Clare,2.18
Ozaukee,2.18
Mono,2.19
Dakota,2.20
Boise,2.20
Antrim,2.21
Treasure,2.21
Costilla,2.22
Delaware,2.23
Daniels,2.23
Howard,2.23
Montmore..,2.24
Daggett,2.25
Gunnison,2.25
Albany,2.26
Whitman,2.26
Corson,2.27
Ferry,2.28
Golden Val..,2.28
Saratoga,2.28
Charlevoix,2.28
Onondaga,2.28
Lehigh,2.28
Philadelph..,2.29
Grand,2.29
Richmond,2.29
Contra Cos.,2.30
Fulton,2.31
Worcester,2.32
Emmet,2.32
Gladwin,2.33
Petroleum,2.34
Saginaw,2.34
Oglala Lak..,2.35
Calvert,2.36
Mecosta,2.36
Cook,2.37
Newport,2.38
Anne Arun..,2.39
Anne Arun..Index,
Mercer,2.39
Prince Will..,2.39
San Miguel,2.40
Northampt..,2.40
Latah,2.42
Kane,2.42
Manistee,2.42
Kent,2.42
Ziebach,2.42
Waukesha,2.43
Santa Fe,2.44
New Castle,2.45
Tolland,2.45
Albemarle,2.45
Schenecta..,2.45
Santa Cruz,2.46
Garden,2.46
McHenry,2.46
Forest,2.46
San Diego,2.47
Hettinger,2.47
Ocean,2.47
Otsego,2.47
Wibaux,2.48
Bennett,2.48
Ionia,2.48
Plymouth,2.48
Camas,2.49
Griggs,2.49
Mora,2.50
Alcona,2.51
Bayfield,2.52
Isabella,2.52
Rio Blanco,2.52
Bennington,2.52
Ventura,2.53
Baraga,2.53
Chouteau,2.53
Cape May,2.53
Price,2.54
Taos,2.54
La Plata,2.54
Gloucester,2.54
Cheboygan,2.54
Yolo,2.54
YoloIndex,
Rich,2.54
Ulster,2.55
Judith Basin,2.55
Emmons,2.55
Fallon,2.55
Atlantic,2.55
Dolores,2.55
Wallowa,2.55
Erie,2.55
Wake,2.55
Shiawassee,2.55
Island,2.56
St. Louis,2.56
Los Angeles,2.56
Berkshire,2.57
Ramsey,2.57
Multnomah,2.57
Benewah,2.57
Harding,2.57
Hartford,2.57
Addison,2.58
Jerauld,2.58
Snohomish,2.58
El Dorado,2.58
St. Lawren..,2.58
Napa,2.58
Gogebic,2.58
Lake,2.59
Dauphin,2.59
Weld,2.59
Collin,2.59
Lenawee,2.60
Plumas,2.60
Prince Geo..,2.60
Chaffee,2.61
Alpine,2.61
LaMoure,2.62
Kitsap,2.62
Ontario,2.62
Sanders,2.62
Barnstable,2.62
Lamoille,2.63
Will,2.63
Monroe,2.63
Sussex,2.63
SussexIndex,
Placer,2.64
Frederick,2.64
Lander,2.64
Arenac,2.64
Mingo,2.64
Travis,2.64
Banner,2.64
Sonoma,2.64
Park,2.65
White Pine,2.65
McCone,2.65
Cuyahoga,2.66
Briscoe,2.66
Rosebud,2.66
Teton,2.66
Santa Bar..,2.66
Monongalia,2.66
Tuscola,2.67
Borden,2.67
Kalkaska,2.67
Montgome..,2.67
Rensselaer,2.68
New Haven,2.68
Coconino,2.68
Kittson,2.68
Fall River,2.69
Hillsdale,2.69
San Luis O..,2.69
Musselshell,2.69
Archuleta,2.69
Orange,2.69
Greenlee,2.69
Faulk,2.69
Gregory,2.69
Sully,2.69
Whatcom,2.70
Hampden,2.70
El Paso,2.70
Tillamook,2.70
Bristol,2.70
Thurston,2.70
Windsor,2.70
Providence,2.71
Juniata,2.71
Branch,2.71
BranchIndex,
Douglas,2.71
Glades,2.71
Day,2.72
Clallam,2.72
Divide,2.72
