Hayes,4.26
Benton,4.26
Quitman,4.24
Lowndes,4.24
Heard,4.23
Cleveland,4.23
Crawford,4.22
Kenedy,4.22
Kemper,4.22
Cleburne,4.22
Schuyler,4.22
Echols,4.21
Glascock,4.21
Red River,4.20
Deuel,4.20
Atkinson,4.20
Loup,4.20
Coal,4.20
Twiggs,4.19
Johnson,4.19
Wilkinson,4.19
Jones,4.19
Wilcox,4.19
Carroll,4.19
Gallatin,4.18
Caswell,4.18
Hale,4.18
Wheeler,4.18
Marshall,4.18
Webster,4.18
Gates,4.17
Sanborn,4.17
Smith,4.17
Baker,4.16
Hitchcock,4.16
Union,4.16
Pike,4.16
Jasper,4.16
Grant,4.16
St. Helena,4.15
Clarke,4.15
Grainger,4.15
Nevada,4.15
Meigs,4.15
Polk,4.15
Lanier,4.15
Crockett,4.15
Greene,4.15
De Soto,4.15
Talbot,4.14
Coosa,4.14
Covington,4.14
Calhoun,4.14
Love,4.14
Henderson,4.14
Tallahatchie,4.14
Henry,4.14
Grant,4.14
Madison,4.14
Crenshaw,4.14
Amite,4.14
Upshur,4.13
Perry,4.13
Holmes,4.13
Roger Mills,4.13
Lamar,4.13
Clark,4.13
Charlotte,4.13
Carlisle,4.13
Meriwether,4.13
Berrien,4.13
Cannon,4.13
Charles City,4.12
Union,4.12
Jasper,4.12
Dooly,4.12
Lawrence,4.12
Van Buren,4.12
Pickens,4.12
Buckingham,4.12
Blount,4.12
Todd,4.12
Bollinger,4.12
Saluda,4.12
Falls,4.12
Jackson,4.12
Treutlen,4.11
Taylor,4.11
Grant,4.11
Banks,4.11
Calhoun,4.11
Geneva,4.11
Tate,4.11
Itawamba,4.11
Pontotoc,4.11
Daviess,4.11
Atoka,4.11
Amelia,4.10
Worth,4.10
Oglethorpe,4.10
Webster,4.10
Perry,4.10
Hickman,4.10
Abbeville,4.10
Lamar,4.10
Bertie,4.09
Lafayette,4.09
Prairie,4.09
Morgan,4.09
Anson,4.09
Hamlin,4.09
Choctaw,4.09
Johnston,4.09
Glasscock,4.09
Greene,4.09
Banner,4.09
Choctaw,4.08
Miller,4.08
Harris,4.08
Union,4.08
Fremont,4.08
Dinwiddie,4.08
Chester,4.08
Washington,4.08
Duplin,4.08
Yalobusha,4.08
Bladen,4.08
Franklin,4.08
Haralson,4.08
Montgomery,4.07
Worth,4.07
Perry,4.07
Clay,4.07
Jewell,4.07
Chilton,4.07
Union,4.07
Bibb,4.07
Lee,4.07
McNairy,4.07
Keokuk,4.07
Richland,4.07
Sampson,4.07
Lincoln,4.07
Gilchrist,4.07
Jenkins,4.07
Irwin,4.07
McClain,4.07
Overton,4.07
Webster,4.06
Hardeman,4.06
Morris,4.06
Liberty,4.06
Tattnall,4.06
Jerauld,4.06
Lee,4.06
Bledsoe,4.06
Pierce,4.06
Leake,4.06
Calhoun,4.06
Brantley,4.06
Montgomery,4.06
Jones,4.06
Conecuh,4.05
Newton,4.05
Butts,4.05
Jack,4.05
Clay,4.05
Carroll,4.05
Murray,4.05
Green,4.05
Walthall,4.05
Columbus,4.05
Butler,4.05
Doniphan,4.05
McHenry,4.05
Lunenburg,4.05
Grimes,4.05
Mercer,4.05
San Jacinto,4.05
Yadkin,4.05
McDonald,4.05
McLean,4.05
Burke,4.05
Dewey,4.05
Washita,4.05
Lincoln,4.04
Bullock,4.04
Wise,4.04
Emanuel,4.04
Cameron,4.04
DeKalb,4.04
Pike,4.04
Brunswick,4.04
Bland,4.04
Delta,4.04
Garrard,4.04
Larue,4.04
Bracken,4.04
Lewis,4.04
Camden,4.04
Turner,4.04
Jefferson,4.04
Panola,4.04
Cherokee,4.03
Effingham,4.03
Monroe,4.03
Grundy,4.03
Jefferson Davis,4.03
Knox,4.03
Chesterfield,4.03
Monroe,4.03
Lincoln,4.03
Van Zandt,4.03
Pulaski,4.03
Camp,4.03
Red River,4.03
Screven,4.03
Appomattox,4.03
Edgefield,4.03
Elmore,4.03
Stokes,4.03
Ballard,4.03
Long,4.03
Woodruff,4.03
Gosper,4.03
Pierce,4.03
Gibson,4.03
Southampton,4.03
Houston,4.03
Lewis,4.03
Schley,4.03
Washington,4.03
King William,4.03
Hampton,4.02
Franklin,4.02
Henderson,4.02
Seminole,4.02
Morgan,4.02
Liberty,4.02
Warren,4.02
Wayne,4.02
Jefferson,4.02
Montgomery,4.02
Franklin,4.02
Franklin,4.02
Cotton,4.02
DeKalb,4.02
Bamberg,4.02
Callahan,4.02
Telfair,4.02
Greene,4.02
Haskell,4.02
Scott,4.02
Brooks,4.02
Lauderdale,4.02
Fayette,4.02
Holt,4.02
Clarendon,4.02
Buffalo,4.02
Pittsylvania,4.02
Chickasaw,4.01
Trousdale,4.01
Fayette,4.01
Fisher,4.01
Lincoln,4.01
