FIPS,Data
18061,64087
18061,57769
18061,53897
18063,81480
18063,75693
18063,74245
18065,56305
18065,46293
18065,46131
18067,64182
18067,50706
18067,47958
18069,61426
18069,51788
18069,50063
18071,58151
18071,49553
18071,49080
18073,64007
18073,62074
18073,56574
18075,52689
18075,44940
18075,42878
18077,56362
18077,48119
18077,50722
18079,58153
18079,49299
18079,48362
18081,77768
18081,69438
18081,65272
18083,46287
18083,44531
18083,44837
18085,64849
18085,56580
18085,57190
18087,63238
18087,53848
18087,58336
18089,61735
18089,54897
18089,52559
18091,61146
18091,51845
18091,49921
18093,53545
18093,45497
18093,49985
18095,57449
18095,48737
18095,45432
18097,59657
18097,49058
18097,44869
18099,62844
18099,56495
18099,51869
18101,53738
18101,48906
18101,49372
18103,57831
18103,44488
18103,46666
18105,49163
18105,42970
18105,45689
18107,60949
18107,53738
18107,53075
18109,70457
18109,62451
18109,60317
18111,60428
18111,57148
18111,52193
18113,63020
18113,51624
18113,52393
18115,61025
18115,57424
18115,58359
18117,46585
18117,41824
18117,42803
18119,53912
18119,49897
18119,48315
18121,52724
18121,45646
18121,44643
18123,53495
18123,50824
18123,49689
18125,51300
18125,46446
18125,50196
18127,78369
18127,68605
18127,65979
18129,65247
18129,64820
18129,60992
18131,52279
18131,49594
18131,47633
18133,57385
18133,55200
18133,55295
18135,50983
18135,46184
18135,44985
18137,61140
18137,54187
18137,53698
18139,56308
18139,52601
18139,47955
18141,59655
18141,50301
18141,48121
18143,51148
18143,44604
18143,49243
18145,64421
18145,58918
18145,57216
18147,62653
18147,58708
18147,55280
18149,54966
18149,42229
18149,45526
18151,65070
18151,53495
18151,52749
18153,48669
18153,49783
18153,45031
18155,54743
18155,50142
18155,43468
18157,57046
18157,48034
18157,50486
18159,71648
18159,58009
18159,53931
18161,54123
18161,48738
18161,45531
18163,54346
18163,47768
18163,44815
18165,51415
18165,47214
18165,45440
18167,48976
18167,43388
18167,42030
18169,59645
18169,48626
18169,49052
18171,61729
18171,55477
18171,58950
18173,72044
18173,70255
18173,66080
18175,54061
18175,44755
18175,46861
18177,51486
18177,46334
18177,41813
18179,64841
18179,53183
18179,53038
18181,60079
18181,51706
18181,51404
18183,67157
18183,58735
18183,57041
19001,51920
19001,50930
19001,49477
19003,44945
19003,45483
19003,49745
19005,50131
19005,52531
19005,47895
19007,42228
19007,39085
19007,40377
19009,47545
19009,n/a
19009,48750
19011,62617
19011,61661
19011,64061
19013,55000
19013,49776
19013,50916
19015,60161
19015,55860
19015,57906
19017,60254
19017,62731
19017,65440
19019,56137
19019,58545
19019,59348
19021,52099
19021,48654
19021,52784
19023,52959
19023,53747
19023,53937
19025,49126
19025,46884
19025,46302
19027,55013
19027,53527
19027,54563
19029,48589
19029,45993
19029,45637
19031,62279
19031,61204
19031,62555
19033,52935
19033,50410
19033,50569
19035,51865
19035,50291
19035,53998
19037,55565
19037,46615
19037,50688
19039,50879
19039,51374
19039,49718
19041,52835
19041,49059
19041,48978
19043,50280
19043,51686
19043,51114
19045,55232
19045,52021
19045,50295
19047,50065
19047,50000
19047,51091
19049,71621
19049,75532
19049,82719
19051,48503
19051,52502
19051,52390
19053,40355
19053,41844
19053,41042
19055,54855
19055,53044
19055,60534
19057,54298
19057,47251
19057,47524
19059,57589
19059,56532
19059,59889
19061,58418
19061,54728
19061,59150
19063,49154
19063,47644
19063,47419
19065,47897
19065,46257
19065,48412
19067,52006
19067,44468
19067,48607
19069,53194
19069,50548
19069,48172
19071,56593
19071,53209
19071,54430
19073,50007
19073,48771
19073,52529
19075,58144
19075,63303
19075,65170
19077,53862
19077,56437
19077,56306
19079,57055
19079,52041
19079,55836
19081,55645
19081,53314
19081,57840
19083,52289
19083,50357
19083,52207
19085,56292
19085,57804
19085,57558
19087,57688
19087,47303
19087,52275
19089,51126
19089,51906
19089,51422
19091,56380
19091,51020
19091,48847
19093,51368
19093,50163
19093,51978
19095,60839
19095,63156
19095,58077
19097,50961
19097,47873
19097,51806
19099,61519
19099,52275
19099,56363
19101,49960
19101,49764
19101,44516
19103,59124
19103,57891
19103,59965
19105,55270
19105,54032
19105,58391
19107,50217
19107,48109
19107,48399
19109,51009
19109,54394
19109,54868
19111,53416
19111,47822
19111,48266
19113,68194
19113,60475
19113,62702
19115,57686
19115,56851
19115,54393
19117,45569
19117,48454
19117,47325
19119,54427
19119,55779
19119,62012
19121,61758
19121,59922
19121,60077
19123,55071
19123,50730
19123,50568
19125,62579
19125,60133
19125,57917
19127,56479
19127,50964
19127,52752
19129,62619
19129,67018
19129,67949
19131,51424
19131,54653
19131,53675
19133,49051
19133,46644
19133,41598
19135,51474
19135,48725
19135,50179
19137,49020
19137,43518
19137,43674
19139,61696
19139,57491
19139,56398
19141,52774
19141,49596
19141,56314
19143,50584
19143,49450
19143,53604
19145,52344
19145,45945
19145,46708
19147,47832
19147,48223
19147,50470
19149,61453
19149,63523
19149,61316
19151,49238
19151,47440
19151,45969
19153,68062
19153,63202
19153,63530
19155,59167
19155,54903
19155,56291
19157,55841
19157,57460
19157,51456
19159,42963
19159,47701
19159,50642
19161,48518
19161,48433
19161,53254
19163,63022
19163,56295
19163,57681
19165,55260
19165,49671
19165,55638
19167,59826
19167,58090
19167,66022
19169,59687
19169,54362
19169,52671
19171,55226
19171,52153
19171,56110
19173,46191
19173,45407
19173,46825
19175,47088
19175,46059
19175,47597
19177,45891
19177,45151
19177,47197
19179,47506
19179,45173
19179,43329
19181,74309
19181,69895
19181,71514
19183,57711
19183,57136
19183,59157
19185,43361
19185,39914
19185,42434
19187,52149
19187,45977
19187,42148
19189,56646
19189,47177
19189,50072
19191,57423
19191,57117
19191,60788
19193,56835
19193,49962
19193,51350
19195,53787
19195,55967
19195,50880
19197,53422
19197,49615
19197,48935
20001,46462
20001,46811
20001,43031
20003,49064
20003,45551
20003,40986
20005,50704
20005,49773
20005,46640
20007,49305
20007,43801
20007,52075
20009,47488
20009,49308
20009,46070
20011,46046
20011,42866
20011,39379
20013,47185
20013,42280
20013,46964
20015,67114
20015,63423
20015,62324
20017,48196
20017,45488
20017,42772
20019,42383
20019,40391
20019,39531
20021,45022
20021,42989
20021,41101
20023,45160
20023,35138
20023,47167
20025,49969
20025,42737
20025,46094
20027,50128
20027,n/a
20027,55434
20029,46871
20029,40379
20029,44199
20031,55846
20031,53148
20031,58662
20033,43413
20033,n/a
20033,n/a
20035,50779
20035,45913
20035,46624
20037,43404
20037,39757
20037,38017
20039,44656
20039,n/a
20039,41230
20041,53095
20041,52344
20041,49663
20043,48021
20043,48911
20043,50300
20045,55415
20045,51639
20045,54370
20047,45059
20047,44197
20047,50229
20049,40243
20049,37694
20049,39405
20051,47728
20051,50187
20051,49562
20053,52795
20053,47547
20053,48550
20055,56783
20055,56847
20055,51703
20057,55877
20057,52529
20057,49890
20059,57636
20059,55726
20059,53167
20061,47106
20061,51332
20061,46096
20063,49457
20063,46528
20063,50817
20065,46174
20065,49553
20065,43427
20067,58820
20067,62549
20067,57474
20069,59035
20069,59518
20069,61220
20071,51073
20071,63065
20071,n/a
20073,44526
20073,41891
20073,41648
20075,47277
20075,40896
20075,48160
20077,43946
20077,43005
20077,48059
20079,60374
20079,52510
20079,55687
20081,57019
20081,51670
20081,53780
20083,53123
20083,46338
20083,55345
20085,59701
20085,58318
20085,53592
20087,67204
20087,64094
20087,58935
20089,45070
20089,42544
20089,43125
20091,90700
20091,83076
20091,81121
20093,59255
20093,52319
20093,51439
20095,55773
20095,50150
20095,57593
20097,46602
20097,42018
20097,48226
20099,45568
20099,43997
20099,45706
20101,53201
20101,47673
20101,n/a
20103,71010
20103,68850
20103,70022
20105,45594
20105,46275
20105,48693
20107,52993
20107,50003
20107,46576
20109,47421
20109,n/a
20109,49926
20111,48437
20111,41600
20111,42992
20113,60715
20113,59745
20113,56946
20115,50918
20115,51506
20115,50212
20117,47359
20117,48590
20117,50420
20119,54255
20119,52570
20119,54167
20121,68872
20121,68210
20121,63501
20123,49272
20123,49854
20123,44591
20125,45748
20125,45748
20125,43977
20127,47469
20127,47416
20127,50338
20129,54950
20129,n/a
20129,n/a
20131,50617
20131,51980
20131,53368
20133,47475
20133,41353
20133,44402
20135,47730
20135,53676
20135,48412
20137,45826
20137,n/a
20137,50673
20139,55977
20139,54752
20139,54186
20141,43014
20141,39206
20141,42173
20143,56097
20143,57253
20143,51797
20145,51914
20145,45123
20145,46224
20147,51675
20147,50005
20147,46806
20149,59295
20149,60200
20149,64410
20151,52437
20151,49106
20151,53415
20153,47383
20153,44840
20153,50893
20155,52408
20155,46681
20155,47897
20157,45005
20157,43137
20157,43489
20159,52646
20159,48634
20159,48333
20161,47290
20161,44232
20161,48428
20163,44951
20163,42659
20163,48352
20165,46148
20165,44432
20165,n/a
20167,43220
20167,40714
20167,48427
20169,55062
20169,50885
20169,49728
20171,59823
20171,65734
20171,n/a
20173,62703
20173,53911
20173,52841
20175,54242
20175,46616
20175,47535
20177,60493
20177,53478
20177,54667
20179,49511
20179,n/a
20179,n/a
20181,48238
20181,46838
20181,52030
20183,42042
20183,44884
20183,45357
20185,45910
20185,44364
20185,47121
20187,59289
20187,55899
20187,42222
20189,61736
20189,56918
20189,57500
20191,58172
20191,55865
20191,52695
20193,54658
20193,52993
20193,52465
20195,43800
20195,44680
20195,55197
20197,61559
20197,58739
20197,58947
20199,48704
20199,49523
20199,n/a
20201,43336
20201,44728
20201,47992
20203,49386
20203,n/a
20203,n/a
20205,43903
20205,44281
20205,44468
20207,37391
20207,34235
20207,36493
20209,49861
20209,43382
20209,42783
21001,35502
21001,33614
21001,36575
21003,46104
21003,39713
21003,40598
21005,67054
21005,62540
21005,51681
21007,47420
21007,46452
21007,42988
21009,46106
21009,43237
21009,39658
21011,38399
21011,34318
21011,38763
21013,28126
21013,27857
21013,23558
21015,79097
21015,74982
21015,72731
21017,51712
21017,46025
21017,47886
21019,48334
21019,43719
21019,45543
21021,52011
21021,45880
21021,43076
21023,51395
21023,43357
21023,40458
21025,28270
21025,22428
21025,25861
21027,45094
21027,42134
21027,44057
21029,66571
21029,58055
21029,59917
21031,43398
21031,37974
21031,39362
21033,42337
21033,39761
21033,n/a
21035,44474
21035,44161
21035,39269
21037,61844
21037,58006
21037,57208
21039,44405
21039,n/a
21039,38860
21041,53021
21041,48945
21041,43345
21043,39003
21043,36533
21043,35095
21045,31849
21045,29962
21045,33031
21047,46013
21047,41757
21047,41849
21049,58955
21049,52477
21049,51547
21051,24014
21051,22732
21051,24596
21053,28873
21053,26802
21053,31130
21055,42889
21055,39010
21055,41114
21057,31838
21057,31700
21057,35449
21059,54332
21059,48247
21059,48371
21061,37507
21061,40345
21061,41114
21063,31014
21063,n/a
21063,29043
21065,34415
21065,31913
21065,30692
21067,58759
21067,53484
21067,53013
21069,41310
21069,35194
21069,41095
21071,31241
21071,31443
21071,31196
21073,59051
21073,54055
21073,53539
21075,35985
21075,36015
21075,n/a
21077,53754
21077,46545
21077,50250
21079,50599
21079,41796
21079,47906
21081,56730
21081,47857
21081,43881
21083,45566
21083,39747
21083,40369
21085,40792
21085,38269
21085,35944
21087,37580
21087,41210
21087,37388
21089,47438
21089,47747
21089,47517
21091,54481
21091,50581
21091,49135
21093,55706
21093,53564
21093,51923
21095,27547
21095,29950
21095,24451
21097,53442
21097,45724
21097,44620
21099,37455
21099,34893
21099,37315
21101,52972
21101,45562
21101,43458
21103,54996
21103,49138
21103,50787
21105,46660
21105,35870
21105,38036
21107,45557
21107,44293
21107,44048
21109,29779
21109,n/a
21109,32055
21111,58234
21111,51099
21111,52237
21113,59177
21113,53512
21113,55450
21115,36766
21115,34725
21115,35629
21117,64800
21117,59956
21117,58674
21119,30068
21119,33183
21119,30503
21121,27000
21121,24217
21121,26061
21123,47311
21123,43819
21123,41720
21125,39871
21125,41449
21125,37235
21127,31894
21127,32523
21127,32703
21129,27369
21129,n/a
21129,23297
21131,27372
21131,n/a
21131,n/a
21133,31156
21133,35247
21133,30293
21135,32776
21135,31972
21135,32054
21137,39173
21137,36409
21137,37930
21139,46898
21139,44026
21139,43472
21141,47928
21141,39037
21141,40982
21143,46777
21143,47411
21143,50268
21145,49981
21145,46905
21145,42894
21147,28555
21147,25512
21147,19264
21149,43797
21149,44072
21149,n/a
21151,48499
21151,47203
21151,46674
21153,28663
21153,25665
21153,29578
21155,44848
21155,42238
21155,40005
21157,52501
21157,48816
21157,49126
21159,26978
21159,28363
21159,n/a
21161,44564
21161,45658
21161,43082
21163,54557
21163,49350
21163,53732
21165,32564
21165,n/a
21165,39688
21167,52475
21167,54032
21167,47574
21169,34742
21169,39133
21169,35594
21171,32995
21171,32043
21171,35665
21173,46853
21173,40600
21173,42172
21175,32276
21175,34060
21175,33523
21177,42160
21177,41407
21177,40037
21179,57574
21179,50458
21179,55182
21181,44108
21181,45360
21181,38900
21183,43623
21183,40618
21183,41470
21185,93318
21185,89480
21185,92237
21187,49162
21187,52097
21187,44031
21189,23326
21189,n/a
21189,n/a
21191,56268
21191,50330
21191,49706
21193,32601
21193,33291
21193,31820
21195,35318
21195,36689
21195,32972
21197,37657
21197,35846
21197,34647
21199,40395
21199,36924
21199,35022
21201,45134
21201,n/a
21201,n/a
21203,34646
21203,30361
21203,35888
21205,41406
21205,n/a
21205,36411
21207,32531
21207,33779
21207,34660
21209,69486
21209,65381
21209,65598
21211,67203
21211,62303
21211,63171
21213,53769
21213,46559
21213,44989
21215,69428
21215,66844
21215,68916
21217,41456
21217,39861
21217,36455
21219,43860
21219,41676
21219,38248
21221,48707
21221,47125
21221,47259
21223,53415
21223,53855
21223,50998
21225,51682
21225,44522
21225,42139
21227,53355
21227,49524
21227,49508
21229,48905
21229,48550
21229,47843
21231,30791
21231,29287
21231,33715
21233,46533
21233,44657
21233,39273
21235,32580
21235,31686
21235,34103
21237,28499
21237,n/a
21237,n/a
21239,73043
21239,63701
21239,60604
22001,39382
22001,41983
22001,40492
22003,40995
22003,41605
22003,42176
22005,65364
22005,71790
22005,74748
22007,46000
22007,50967
22007,48656
22009,35201
22009,35392
22009,36763
22011,48087
22011,50930
22011,47350
22013,34924
22013,35908
22013,34077
22015,57859
22015,57485
22015,52145
22017,46441
22017,41892
22017,40391
22019,52205
22019,49303
22019,48219
22021,39807
22021,42165
22021,31933
22023,50522
22023,67102
22023,60194
22025,33249
22025,41010
22025,n/a
22027,37405
22027,36384
22027,26877
22029,33564
22029,33871
22029,n/a
22031,41697
22031,42823
22031,41443
22033,54938
22033,52031
22033,51436
22035,30585
22035,27084
22035,n/a
22037,46684
22037,39813
22037,46964
22039,30303
22039,38373
22039,31745
22041,33892
22041,36405
22041,34722
22043,43718
22043,45172
22043,40577
22045,46053
22045,47078
22045,44504
22047,42858
22047,47564
22047,47128
22049,41844
22049,45828
22049,36394
22051,56725
22051,54280
22051,50868
22053,40935
22053,48344
22053,40744
22055,53896
22055,53586
22055,53950
22057,51523
22057,53510
22057,52705
22059,41604
22059,42333
22059,34712
22061,39815
22061,39713
22061,34424
22063,57393
22063,61640
22063,60456
22065,30269
22065,29792
22065,29424
22067,37080
22067,35808
22067,31672
22069,37963
22069,34169
22069,29001
22071,40045
22071,42216
22071,38721
22073,47297
22073,44869
22073,40081
22075,56339
22075,61665
22075,49635
22077,45188
22077,46395
22077,43964
22079,44064
22079,45810
22079,42655
22081,34171
22081,39123
22081,n/a
22083,34931
22083,42457
22083,34745
22085,39340
22085,39880
22085,40695
22087,53042
22087,44167
22087,45265
22089,66620
22089,68686
22089,64707
22091,36853
22091,30864
22091,n/a
22093,52065
22093,58279
22093,52055
22095,58232
22095,53706
22095,53628
22097,33731
22097,35844
22097,32163
22099,45311
22099,46536
22099,47279
22101,41431
22101,45554
22101,41345
22103,70670
22103,68579
22103,66539
22105,43409
22105,43893
22105,45901
22107,29221
22107,n/a
22107,21906
22109,52003
22109,54575
22109,47650
22111,42891
22111,43863
22111,38916
22113,43538
22113,48103
22113,49266
22115,46071
22115,47946
22115,46620
22117,35811
22117,34210
22117,32962
22119,41927
22119,40561
22119,30891
22121,54780
22121,53291
22121,60902
22123,36361
22123,38197
22123,n/a
22125,58544
22125,48912
22125,55647
22127,37579
22127,36099
22127,29472
23001,52826
23001,50105
23001,49538
23003,42560
23003,41209
23003,39021
23005,65010
23005,62711
23005,65702
23007,46430
23007,44878
23007,45541
23009,52853
23009,53556
23009,51438
23011,53867
23011,51799
23011,50116
23013,54274
23013,51000
23013,53117
23015,57096
23015,53720
23015,54041
23017,49346
23017,44785
23017,44582
23019,50584
23019,48063
23019,47886
23021,41694
23021,38326
23021,38797
23023,61851
23023,62517
23023,60457
23025,45355
23025,41291
23025,41549
23027,50159
23027,46547
23027,50162
23029,38180
23029,39276
23029,40328
23031,64393
23031,61978
23031,62618
24001,45488
24001,42530
24001,42771
24003,91162
24003,94031
24003,94502
24005,74778
24005,72064
24005,71810
24009,97327
24009,102349
24009,100350
24011,57311
24011,66250
24011,52469
24013,88584
24013,91964
24013,90510
24015,74547
24015,73108
24015,70516
24017,91798
24017,100081
24017,93973
24019,50294
24019,50872
24019,50532
24021,88960
24021,92037
24021,88502
24023,47579
24023,51559
24023,48174
24025,84470
24025,86768
24025,83445
24027,109462
24027,116359
24027,115576
24029,58842
24029,56495
24029,56638
24031,105601
24031,105205
24031,103178
24033,81551
24033,80290
24033,78607
24035,84180
24035,91372
24035,89241
24037,80739
24037,90197
24037,86508
24039,44133
24039,47821
24039,39239
24041,64248
24041,71002
24041,65595
24043,59946
24043,59709
24043,58260
24045,57611
24045,57183
24045,54493
24047,59994
24047,62518
24047,59458
24510,44391
24510,44377
24510,46641
25001,67792
25001,67960
25001,68048
25003,57629
25003,55104
25003,55190
25005,64195
25005,61919
25005,62514
25007,67240
25007,70315
25007,67535
25009,76120
25009,72282
25009,73533
25011,60169
25011,58592
25011,57307
25013,58619
25013,53771
25013,52205
25015,68035
25015,67045
25015,64974
25017,89764
25017,87182
25017,92878
25019,81944
25019,93908
25019,91942
25021,93618
25021,91294
25021,95668
25023,82081
25023,82398
25023,82081
25025,58083
25025,57008
25025,61242
25027,70656
25027,72281
25027,69313
26001,46287
26001,39275
26001,39424
26003,52972
26003,43110
26003,42647
26005,67614
26005,56606
26005,58487
26007,50441
26007,41345
26007,40954
26009,56241
26009,48587
26009,50988
26011,48416
26011,41338
26011,39947
26013,49697
26013,45678
26013,42757
26015,69101
26015,58442
26015,57312
26017,57037
26017,50318
26017,45983
26019,55124
26019,50385
26019,53185
26021,56920
26021,48026
26021,47132
26023,57205
26023,47472
26023,48192
26025,57438
26025,47962
26025,46213
26027,60901
26027,50902
26027,50699
26029,58722
26029,54876
26029,51567
26031,49319
26031,42706
26031,42876
26033,50865
26033,45287
26033,44030
26035,42572
26035,38758
26035,35913
26037,77935
26037,65368
26037,64903
26039,49241
26039,44691
26039,42666
26041,52410
26041,47267
26041,44639
26043,51397
26043,47982
26043,45681
26045,73186
26045,61840
26045,59244
26047,59363
26047,55474
26047,51475
26049,61915
26049,48993
26049,45231
26051,47256
26051,42743
26051,40871
26053,40446
26053,37940
26053,36689
26055,63712
26055,57065
26055,58229
26057,54994
26057,45197
26057,42256
26059,59620
26059,48436
26059,46160
26061,42530
26061,38504
26061,41379
26063,52121
26063,45111
26063,45191
26065,60177
26065,51613
26065,49109
26067,63572
26067,52340
26067,51980
26069,46226
26069,41532
26069,41414
26071,42151
26071,38009
26071,36773
26073,50567
26073,41553
26073,42771
26075,63715
26075,51961
26075,49715
26077,62019
26077,50470
26077,51945
26079,53238
26079,44336
26079,43431
26081,67861
26081,55809
26081,57302
26083,41531
26083,43798
26083,41118
26085,39291
26085,35159
26085,32309
26087,76328
26087,61975
26087,56186
26089,69458
26089,63690
26089,62646
26091,67505
26091,54779
26091,51339
26093,99474
26093,81269
26093,78430
26095,47274
26095,45115
26095,41221
26097,49229
26097,44324
26097,42559
26099,76896
26099,60838
26099,58175
26101,50487
26101,46030
26101,44882
26103,52465
26103,50849
26103,48491
26105,51219
26105,45113
26105,45524
26107,49957
26107,40434
26107,43470
26109,48539
26109,46569
26109,44480
26111,67409
26111,57579
26111,57117
26113,51986
26113,45492
26113,42370
26115,76366
26115,62382
26115,59479
26117,54929
26117,44815
26117,44651
26119,44284
26119,38812
26119,39152
26121,56095
26121,45824
26121,46077
26123,54799
26123,48694
26123,45645
26125,91367
26125,74803
26125,73369
26127,52109
26127,44554
26127,44382
26129,44976
26129,40526
26129,38149
26131,43615
26131,39738
26131,36073
26133,50330
26133,43199
26133,41099
26135,41661
26135,36445
26135,36833
26137,60328
26137,51301
26137,50823
26139,77258
26139,62076
26139,63962
26141,46720
26141,42120
26141,43758
26143,44319
26143,37792
26143,37834
26145,57024
26145,48397
26145,45034
26147,68352
26147,55344
26147,53641
26149,59559
26149,50017
26149,47856
26151,54416
26151,45990
26151,44417
26153,45959
26153,41604
26153,37428
26155,62803
26155,52339
26155,50967
26157,59292
26157,47545
26157,45495
26159,58098
26159,50066
26159,49119
26161,76731
26161,66550
26161,65618
26163,60180
26163,47594
26163,43702
26165,52192
26165,45065
26165,42793
27001,45957
27001,45323
27001,45860
27003,85238
27003,77775
27003,76796
27005,51356
27005,51892
27005,55884
27007,49283
27007,48893
27007,45923
27009,61940
27009,57291
27009,53574
27011,45340
27011,48302
27011,48299
27013,57471
27013,53937
27013,53752
27015,58740
27015,53740
27015,55764
27017,59066
27017,59556
27017,58874
27019,96729
27019,90453
27019,93095
27021,50670
27021,47823
27021,50162
27023,52515
27023,49526
27023,57601
27025,76763
27025,72928
27025,76747
27027,55920
27027,56400
27027,61409
27029,45039
27029,44291
27029,45638
27031,54076
27031,55392
27031,51903
27033,47144
27033,45398
27033,50524
27035,55477
27035,50318
27035,53121
27037,91302
27037,82081
27037,79995
27039,70011
27039,72603
27039,71078
27041,55645
27041,52718
27041,58667
27043,50829
27043,46906
27043,50847
27045,54092
27045,51703
27045,57093
27047,54554
27047,48550
27047,51174
27049,69325
27049,63509
27049,62431
27051,49848
27051,46981
27051,53727
27053,76319
27053,69099
27053,71154
27055,60039
27055,57299
27055,56837
27057,52130
27057,50777
27057,52941
27059,73981
27059,64516
27059,67565
27061,53477
27061,51402
27061,52050
27063,54233
27063,52808
27063,55122
27065,56851
27065,51459
27065,50509
27067,58699
27067,55786
27067,56604
27069,47988
27069,53596
27069,52304
27071,53518
27071,44585
27071,47131
27073,48152
27073,51322
27073,50195
27075,59628
27075,52691
27075,56078
27077,48499
27077,51919
27077,46943
27079,67792
27079,64760
27079,65500
27081,46648
27081,50333
27081,51102
27083,57553
27083,52811
27083,54181
27085,67821
27085,65962
27085,59869
27087,44355
27087,43405
27087,42439
27089,51366
27089,54719
27089,57289
27091,51375
27091,49530
27091,53627
27093,60375
27093,57657
27093,59611
27095,54574
27095,51010
27095,53737
27097,54677
27097,53051
27097,52855
27099,54097
27099,50136
27099,53700
27101,51606
27101,51443
27101,54211
27103,68141
27103,64831
27103,62593
27105,52665
27105,48494
27105,53267
27107,48018
27107,47079
27107,53034
27109,75736
27109,72211
27109,72337
27111,52239
27111,48987
27111,55181
27113,50499
27113,50619
27113,53893
27115,55167
27115,49506
27115,47285
27117,47094
27117,45732
27117,48909
27119,51811
27119,53218
27119,55393
27121,52590
27121,53177
27121,58198
27123,67480
27123,58493
27123,60301
27125,47305
27125,53896
27125,52500
27127,55127
27127,49779
27127,51871
27129,55570
27129,53658
27129,56721
27131,71803
27131,66218
27131,63311
27133,56234
27133,51165
27133,56753
27135,58817
27135,55660
27135,56273
27137,53583
27137,50636
27137,50936
27139,98311
27139,92605
27139,93151
27141,84146
27141,80790
27141,83895
27143,61187
27143,57968
27143,60848
27145,62616
27145,58340
27145,59564
27147,68047
27147,62331
27147,58882
27149,55002
27149,53018
27149,57552
27151,51390
27151,46743
27151,49556
27153,47643
27153,48367
27153,49213
27155,45187
27155,46519
27155,48889
27157,62160
27157,57589
27157,61973
27159,45237
27159,39081
27159,45018
27161,62636
27161,56958
27161,55189
27163,97858
27163,89133
27163,89598
27165,52307
27165,49832
27165,50044
27167,56221
27167,54862
27167,52917
27169,57117
27169,49820
27169,53975
27171,79616
27171,76575
27171,77953
27173,50760
27173,56660
27173,54645
28001,37242
28001,30530
28001,30359
28003,42861
28003,36440
28003,38919
28005,38422
28005,31114
28005,30129
28007,36593
28007,32120
28007,33815
28009,35641
28009,n/a
28009,40605
28011,34577
28011,29300
28011,28468
28013,40016
28013,32093
28013,33370
28015,42620
28015,33002
28015,43068
28017,38910
28017,33905
28017,33579
28019,39878
28019,34921
28019,34542
28021,33377
28021,n/a
28021,24601
28023,39273
28023,32791
28023,37626
28025,40398
28025,35747
28025,34118
28027,32968
28027,27859
28027,28728
28029,38901
28029,41280
28029,38046
28031,39360
28031,36569
28031,36471
28033,71146
28033,66947
28033,62595
28035,40469
28035,38813
28035,39555
28037,36727
28037,37547
28037,42388
28039,51257
28039,51257
28039,47640
28041,41821
28041,46002
28041,48029
28043,40417
28043,37070
28043,34876
28045,51954
28045,50132
28045,47518
28047,52577
28047,51455
28047,44684
28049,50167
28049,44184
28049,41011
28051,25437
28051,24084
28051,20330
28053,30353
28053,28316
28053,26188
28055,29423
28055,n/a
28055,n/a
28057,45982
28057,42351
28057,38358
28059,57733
28059,53976
28059,50274
28061,36072
28061,34001
28061,35271
28063,27226
28063,n/a
28063,n/a
28065,32224
28065,29279
28065,n/a
28067,42485
28067,40581
28067,38656
28069,35418
28069,28899
28069,27016
28071,42088
28071,44032
28071,45019
28073,55534
28073,54136
28073,56129
28075,45410
28075,38225
28075,41340
28077,42055
28077,40103
28077,40432
28079,39930
28079,36039
28079,35578
28081,53375
28081,43997
28081,45985
28083,31758
28083,24810
28083,25210
28085,40261
28085,43272
28085,37308
28087,47410
28087,42372
28087,43198
28089,69322
28089,67135
28089,68600
28091,36240
28091,35302
28091,30998
28093,42440
28093,38515
28093,41134
28095,44729
28095,40207
28095,39444
28097,37295
28097,35478
28097,n/a
28099,41767
28099,39328
28099,36755
28101,42409
28101,40735
28101,37643
28103,32956
28103,24988
28103,n/a
28105,36748
28105,34162
28105,37348
28107,39531
28107,38342
28107,35891
28109,45622
28109,45111
28109,44734
28111,40128
28111,43815
28111,n/a
28113,36251
28113,34679
28113,30949
28115,47309
28115,43288
28115,41865
28117,41983
28117,35223
28117,32854
28119,30456
28119,27232
28119,25671
28121,66335
28121,60874
28121,61605
28123,39385
28123,40297
28123,33601
28125,32890
28125,33947
28125,30033
28127,41831
28127,41394
28127,37591
28129,45516
28129,41887
28129,37697
28131,45007
28131,49269
28131,46283
28133,36853
28133,28181
28133,28556
28135,32807
28135,27794
28135,30000
28137,52890
28137,46310
28137,46233
28139,43243
28139,36178
28139,39351
28141,41790
28141,34039
28141,36672
28143,34344
28143,33795
28143,32052
28145,48235
28145,40481
28145,40076
28147,33864
28147,37242
28147,31077
28149,51738
28149,45524
28149,41635
28151,38014
28151,31319
28151,29387
28153,38252
28153,35019
28153,35215
28155,42555
28155,n/a
28155,n/a
28157,27937
28157,31622
28157,23340
28159,41702
28159,34633
28159,33313
28161,38838
28161,n/a
28161,37647
28163,36594
28163,30822
28163,28330
29001,39372
29001,35127
29001,38750
29003,60051
29003,59400
29003,56658
29005,45692
29005,47745
29005,45259
29007,47312
29007,46122
29007,44056
29009,42662
29009,40723
29009,40638
29011,43206
29011,44588
29011,41184
29013,45355
29013,43809
29013,45605
29015,39326
29015,37525
29015,35097
29017,44958
29017,38239
29017,40791
29019,55323
29019,51588
29019,52005
29021,51219
29021,47765
29021,48652
29023,40185
29023,37773
29023,37878
29025,46106
29025,44437
29025,44975
29027,57722
29027,55822
29027,53180
29029,52896
29029,50271
29029,50496
29031,53808
29031,50115
29031,49554
29033,45225
29033,46893
29033,n/a
29035,33743
29035,32008
29035,n/a
