Index,
Abbeville,3.80
Acadia,3.62
Accomack,3.42
Ada,3.07
Adair,3.29
Adams,3.01
Addison,3.12
Aiken,3.64
Aitkin,3.07
Alachua,3.18
Alamance,3.59
Alameda,1.16
Alamosa,2.98
Albany,2.85
Albemarle,2.79
Alcona,3.16
Alcorn,3.45
Alexander,3.77
Alexandria,2.44
Alfalfa,2.95
Alger,2.89
Allamakee,2.96
Allegan,3.36
Allegany,3.18
Alleghany,3.44
Allegheny,2.61
Allen,3.21
Allendale,3.92
Alpena,3.04
Alpine,2.43
Amador,2.66
Amelia,3.77
Amherst,3.55
Amite,3.68
Anderson,3.62
Andrew,3.45
Andrews,3.17
Androscog..,3.19
Angelina,3.43
Anne Arun..,3.00
Anoka,3.04
Anson,3.97
Antelope,3.08
Antrim,3.02
Apache,3.00
ApacheIndex,
Appanoose,3.19
Appling,3.85
Appomatto,3.90
Aransas,3.24
Arapahoe,2.37
Archer,3.61
Archuleta,2.93
Arenac,3.32
Arkansas,3.11
Arlington,1.94
Armstrong,3.26
Aroostook,3.28
Arthur,2.59
Ascension,3.35
Ashe,3.50
Ashland,3.23
Ashley,3.26
Ashtabula,3.28
Asotin,3.18
Assumption,3.61
Atascosa,3.54
Atchison,3.10
Athens,3.12
Atkinson,3.99
Atlantic,2.95
Atoka,3.60
Attala,3.38
Audrain,3.09
Audubon,3.27
Auglaize,3.23
Augusta,3.60
Aurora,3.00
Austin,3.37
Autauga,3.62
Avery,3.45
Avoyelles,3.53
Baca,2.90
Bacon,3.85
Bailey,3.21
Baker,3.60
Baldwin,3.47
Ballard,3.45
Baltimore,2.97
Bamberg,3.82
Bandera,3.22
BanderaIndex,
Banks,3.95
Banner,2.77
Bannock,3.07
Baraga,2.91
Barber,2.90
Barbour,3.62
Barnes,2.91
Barnstable,2.88
Barnwell,3.80
Barren,3.35
Barron,3.12
Barrow,3.65
Barry,3.31
Bartholom..,3.07
Barton,3.23
Bartow,3.61
Bastrop,3.36
Bates,3.48
Bath,3.50
Baxter,3.10
Bay,3.38
Bayfield,3.07
Baylor,2.93
Beadle,2.87
Bear Lake,2.77
Beaufort,3.36
Beauregard,3.53
Beaver,3.00
Beaverhead,2.89
Becker,3.09
Beckham,3.40
Bedford,3.60
Bee,3.38
Belknap,3.23
Bell,3.19
Belmont,3.29
Beltrami,3.19
Ben Hill,3.64
Benewah,2.81
Bennett,2.69
Bennington,3.03
Benson,2.99
Bent,3.26
Benton,3.07
Benzie,3.08
BenzieIndex,
Bergen,2.08
Berkeley,3.52
Berks,3.03
Berkshire,2.92
Bernalillo,3.02
Berrien,3.21
Bertie,3.92
Bexar,3.16
Bibb,3.57
Bienville,3.61
Big Horn,2.94
Big Stone,3.10
Billings,3.81
Bingham,3.27
Black Hawk,3.12
Blackford,3.14
Bladen,3.83
Blaine,2.98
Blair,3.18
Blanco,3.31
Bland,3.51
Bleckley,3.72
Bledsoe,3.56
Blount,3.57
Blue Earth,2.99
Boise,2.43
Bolivar,3.10
Bollinger,3.67
Bon Homme,2.96
Bond,3.37
Bonner,3.12
Bonneville,3.05
Boone,3.09
Borden,1.94
Bosque,3.33
Bossier,3.42
Botetourt,3.51
Bottineau,2.96
Boulder,2.06
Boundary,3.03
Bourbon,3.28
Bowie,3.35
Bowman,2.65
Box Butte,2.99
Box Elder,3.13
Box ElderIndex,
Boyd,3.19
Boyle,3.11
Bracken,3.58
Bradford,3.63
Bradley,3.50
Branch,3.28
Brantley,3.98
Braxton,3.29
Brazoria,3.31
Brazos,3.13
Breathitt,3.12
Breckinrid..,3.43
Bremer,3.04
Brevard,3.38
Brewster,3.05
Briscoe,2.89
Bristol,3.04
Broadwater,3.25
Bronx,2.20
Brooke,3.29
Brookings,2.96
Brooks,3.52
Broome,3.00
Broomfield,2.11
Broward,3.10
Brown,3.15
Brule,3.13
Brunswick,3.43
Bryan,3.59
Buchanan,3.28
Buckingha,3.94
Bucks,2.67
Buena Vista,3.05
Buffalo,3.15
Bullitt,3.41
Bulloch,3.63
Bullock,3.69
Buncombe,3.32
Bureau,3.13
Burke,3.80
Burleigh,3.00
Burleson,3.61
Burlington,2.79
Burnet,3.33
Burnett,3.12
BurnettIndex,
Burt,3.10
Butler,3.10
Butte,2.86
Butts,3.86
Cabarrus,3.47
Cabell,3.15
Cache,2.96
Caddo,3.35
Calaveras,2.93
Calcasieu,3.44
Caldwell,3.64
Caledonia,3.10
Calhoun,3.42
Callahan,3.63
Callaway,3.39
Calloway,3.24
Calumet,3.06
Calvert,3.19
Camas,2.64
Cambria,3.07
Camden,2.99
Cameron,3.35
Camp,3.59
Campbell,3.31
Canadian,3.29
Candler,3.77
Cannon,3.79
Canyon,3.43
Cape Girar..,3.27
Cape May,2.92
Carbon,3.10
Caribou,2.95
Carlisle,3.45
Carlton,2.99
Caroline,3.65
Carroll,3.34
Carson,3.64
Carson City,2.88
Carter,3.47
Carteret,3.43
Carver,2.76
Cascade,2.94
Casey,3.50
Cass,3.19
Cassia,3.53
CassiaIndex,
Castro,3.04
Caswell,4.04
Catahoula,3.31
Catawba,3.69
Catoosa,3.56
Catron,2.29
Cattaraugu,3.08
Cavalier,2.58
Cayuga,3.11
Cecil,3.34
Cedar,3.37
Centre,2.44
Cerro Gordo,3.18
Chaffee,2.64
Chambers,3.59
Champaign,2.91
Chariton,3.30
Charles,3.16
Charles City,3.86
Charles Mix,2.82
Charleston,3.28
Charlevoix,3.10
Charlotte,3.20
Charlottes..,2.38
Charlton,3.80
Chase,2.92
Chatham,3.46
Chattahoo..,3.51
Chattooga,3.68
Chautauqua,3.16
Chaves,3.36
Cheatham,3.58
Cheboygan,3.15
Chelan,2.90
Chemung,3.09
Chenango,3.20
Cherokee,3.32
Cherry,2.89
Chesapeake,3.20
Cheshire,3.15
Chester,2.46
Chesterfield,3.27
Cheyenne,2.79
Chickasaw,3.45
Chicot,3.55
ChicotIndex,
Childress,3.20
Chilton,3.79
Chippewa,3.14
Chisago,3.22
Chittenden,2.69
Choctaw,3.67
Chouteau,2.44
Chowan,3.67
Christian,3.24
Churchill,2.94
Cibola,3.09
Cimarron,3.32
Citrus,3.37
Clackamas,2.88
Claiborne,3.61
Clallam,2.80
Clare,3.05
Clarendon,3.71
Clarion,3.26
Clark,2.75
Clarke,3.26
Clatsop,2.92
Clay,3.36
Clayton,3.60
Clear Creek,2.21
Clearfield,3.16
Clearwater,3.17
Cleburne,3.36
Clermont,3.15
Cleveland,3.30
Clinch,3.84
Clinton,3.24
Cloud,3.03
Coahoma,3.01
Coal,3.84
Cobb,2.95
Cochise,2.95
Cochran,3.42
Cocke,3.59
Coconino,2.83
Codington,3.34
Coffee,3.64
Coffey,3.14
Coke,3.32
Colbert,3.47
